"Class","Sub Class","Order","Sub Order","Occupations","Gender","Age Group","Count"
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Education","Tutor, governess","Female","20 and under 25 Years",171
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Education","Teacher of languages or other accomplishments (not art or music)","Female","20 and under 25 Years",4
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Education","Others","Female","20 and under 25 Years",16
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Fine Arts","Artist, painter, art student","Female","20 and under 25 Years",27
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Fine Arts","Sculptor","Female","20 and under 25 Years",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Fine Arts","Engraver, assistant","Female","20 and under 25 Years",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Fine Arts","Photographer, assistant","Female","20 and under 25 Years",35
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Fine Arts","Others","Female","20 and under 25 Years",3
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Music","Musician, vocalist","Female","20 and under 25 Years",7
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Music","Music-teacher","Female","20 and under 25 Years",180
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Music","Others","Female","20 and under 25 Years",1
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Amusements","Actor, actress","Female","20 and under 25 Years",5
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Amusements","Theatre proprietor, lessee, manager, doorkeeper, ticket-taker","Female","20 and under 25 Years",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Amusements","Racecourse ranger (racing club's officer), caretaker, secretary","Female","20 and under 25 Years",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Amusements","Jockey","Female","20 and under 25 Years",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Amusements","Cricket-ground, bowling-green, tennis-court caretaker, professional player","Female","20 and under 25 Years",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Amusements","Billiard-table proprietor, keeper, marker","Female","20 and under 25 Years",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Amusements","Others","Female","20 and under 25 Years",1
"Domestic",NA,"Persons engaged in the Supply of Board and Lodging and in rendering Personal Service for which Remuneration is usually paid.","Board and Lodging","Hotelkeeper (including manager, relative assisting, clerk)","Female","20 and under 25 Years",54
"Domestic",NA,"Persons engaged in the Supply of Board and Lodging and in rendering Personal Service for which Remuneration is usually paid.","Board and Lodging","Coffee-house, restaurant, eating-house keeper, relative assisting","Female","20 and under 25 Years",7
"Domestic",NA,"Persons engaged in the Supply of Board and Lodging and in rendering Personal Service for which Remuneration is usually paid.","Board and Lodging","Board-and-lodging-house keeper, relative assisting","Female","20 and under 25 Years",22
"Domestic",NA,"Persons engaged in the Supply of Board and Lodging and in rendering Personal Service for which Remuneration is usually paid.","Board and Lodging","Manager, secretary, steward of club-house","Female","20 and under 25 Years",NA
"Domestic",NA,"Persons engaged in the Supply of Board and Lodging and in rendering Personal Service for which Remuneration is usually paid.","Board and Lodging","Others","Female","20 and under 25 Years",NA
"Domestic",NA,"Persons engaged in the Supply of Board and Lodging and in rendering Personal Service for which Remuneration is usually paid.","Attendance","Domestic servant","Female","20 and under 25 Years",4103
"Domestic",NA,"Persons engaged in the Supply of Board and Lodging and in rendering Personal Service for which Remuneration is usually paid.","Attendance","Housekeeper","Female","20 and under 25 Years",117
"Domestic",NA,"Persons engaged in the Supply of Board and Lodging and in rendering Personal Service for which Remuneration is usually paid.","Attendance","Hotel, club, coffee-palace, restaurant servant (see also barman, barmaid)","Female","20 and under 25 Years",784
"Domestic",NA,"Persons engaged in the Supply of Board and Lodging and in rendering Personal Service for which Remuneration is usually paid.","Attendance","Barman, barmaid","Female","20 and under 25 Years",104
"Domestic",NA,"Persons engaged in the Supply of Board and Lodging and in rendering Personal Service for which Remuneration is usually paid.","Attendance","Companion, lady-help","Female","20 and under 25 Years",99
"Domestic",NA,"Persons engaged in the Supply of Board and Lodging and in rendering Personal Service for which Remuneration is usually paid.","Attendance","Porter, office, gatekeeper","Female","20 and under 25 Years",NA
"Domestic",NA,"Persons engaged in the Supply of Board and Lodging and in rendering Personal Service for which Remuneration is usually paid.","Attendance","Charwoman, cleaner","Female","20 and under 25 Years",8
"Domestic",NA,"Persons engaged in the Supply of Board and Lodging and in rendering Personal Service for which Remuneration is usually paid.","Attendance","Barber, hairdresser, and assistant","Female","20 and under 25 Years",5
"Domestic",NA,"Persons engaged in the Supply of Board and Lodging and in rendering Personal Service for which Remuneration is usually paid.","Attendance","Laundryman, washerwoman","Female","20 and under 25 Years",55
"Domestic",NA,"Persons engaged in the Supply of Board and Lodging and in rendering Personal Service for which Remuneration is usually paid.","Attendance","Cook (not resident)","Female","20 and under 25 Years",NA
"Domestic",NA,"Persons engaged in the Supply of Board and Lodging and in rendering Personal Service for which Remuneration is usually paid.","Attendance","Watchman","Female","20 and under 25 Years",NA
"Domestic",NA,"Persons engaged in the Supply of Board and Lodging and in rendering Personal Service for which Remuneration is usually paid.","Attendance","Caretaker, attendant, office-boy","Female","20 and under 25 Years",NA
"Domestic",NA,"Persons engaged in the Supply of Board and Lodging and in rendering Personal Service for which Remuneration is usually paid.","Attendance","Others","Female","20 and under 25 Years",4
"Commercial","Property and Finance","Persons who perform Offices in connection with the Exchange, Valuation, Insurance, Lease, Loan, or Custody of Money, Houses, Land, or Property-rights.","Banking and Finance","Banker, bank director, manager, inspector","Female","20 and under 25 Years",NA
"Commercial","Property and Finance","Persons who perform Offices in connection with the Exchange, Valuation, Insurance, Lease, Loan, or Custody of Money, Houses, Land, or Property-rights.","Banking and Finance","Bank officer, clerk","Female","20 and under 25 Years",NA
"Commercial","Property and Finance","Persons who perform Offices in connection with the Exchange, Valuation, Insurance, Lease, Loan, or Custody of Money, Houses, Land, or Property-rights.","Banking and Finance","Building society or savings-bank director, manager, officer, clerk","Female","20 and under 25 Years",NA
"Commercial","Property and Finance","Persons who perform Offices in connection with the Exchange, Valuation, Insurance, Lease, Loan, or Custody of Money, Houses, Land, or Property-rights.","Banking and Finance","Share, stock broker, speculator, mining agent, and assistant","Female","20 and under 25 Years",NA
"Commercial","Property and Finance","Persons who perform Offices in connection with the Exchange, Valuation, Insurance, Lease, Loan, or Custody of Money, Houses, Land, or Property-rights.","Banking and Finance","Capitalist, financier, money-broker","Female","20 and under 25 Years",2
"Commercial","Property and Finance","Persons who perform Offices in connection with the Exchange, Valuation, Insurance, Lease, Loan, or Custody of Money, Houses, Land, or Property-rights.","Banking and Finance","Pawnbroker and assistant","Female","20 and under 25 Years",NA
"Commercial","Property and Finance","Persons who perform Offices in connection with the Exchange, Valuation, Insurance, Lease, Loan, or Custody of Money, Houses, Land, or Property-rights.","Banking and Finance","Others","Female","20 and under 25 Years",NA
"Commercial","Property and Finance","Persons who perform Offices in connection with the Exchange, Valuation, Insurance, Lease, Loan, or Custody of Money, Houses, Land, or Property-rights.","Insurance and Valuation","Manager, director, agent, clerk, insurance company","Female","20 and under 25 Years",NA
"Commercial","Property and Finance","Persons who perform Offices in connection with the Exchange, Valuation, Insurance, Lease, Loan, or Custody of Money, Houses, Land, or Property-rights.","Insurance and Valuation","Actuary, average stater","Female","20 and under 25 Years",NA
"Commercial","Property and Finance","Persons who perform Offices in connection with the Exchange, Valuation, Insurance, Lease, Loan, or Custody of Money, Houses, Land, or Property-rights.","Insurance and Valuation","Underwriter","Female","20 and under 25 Years",NA
"Commercial","Property and Finance","Persons who perform Offices in connection with the Exchange, Valuation, Insurance, Lease, Loan, or Custody of Money, Houses, Land, or Property-rights.","Insurance and Valuation","Auctioneer, appraiser, valuer, clerk, assistant","Female","20 and under 25 Years",NA
